STATUS | wrapper  | 2023/04/17 15:27:03 | --> Wrapper Started as Console
STATUS | wrapper  | 2023/04/17 15:44:00 |   Licensed to Zoho Corporation Pvt. Ltd. for MickeyLite
STATUS | wrapper  | 2023/04/17 15:44:00 | 
WARN   | wrapper  | 2023/04/17 15:44:00 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2023/04/17 15:44:00 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2023/04/17 15:44:00 | 
STATUS | wrapper  | 2023/04/17 15:44:00 | Launching a JVM...
INFO   | jvm 1    | 2023/04/17 15:44:01 | WrapperManager: Initializing...
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaaccadminprofile
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaaccbadloginstatus
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaacchttpsession
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaaccoldpassword
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaaccount
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaaccountowner
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaaccountstatus
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaaccownerprofile
INFO   | jvm 1    | 2023/04/17 15:44:04 | Dropped table aaaaccpassword
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaaccsession
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaaccsessionaudit
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaaccsessionprop
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaaccuserprofile
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaace
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaauthorizedrole
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaacontactinfo
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaadisableauth
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaenvironmententry
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaagenderhonorific
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaimpliedbytablecolumn
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaimpliedpermission
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaimpliedrole
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaimpliedtablecolumn
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaalogin
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaamethodparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaamethodpermission
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaamoduleservice
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaorganization
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaorgcontactinfo
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaorgcontactuser
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaorgdetail
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaorgpostaladdr
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaorgstatus
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaorguser
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapamconf
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapammodule
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapammoduleoption
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapassword
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapasswordhint
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapasswordprofile
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapasswordrule
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapasswordstatus
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapermission
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaapostaladdress
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaradiusconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaremembermeinfo
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaarole
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaarolecategory
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaroleowner
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaroletocategory
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaservice
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaaservicepasswordrule
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaasimplepermission
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaatableaccessspi
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaatablepermission
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaatablereadpermission
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaatableupdatepermission
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaatrustedrole
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaauser
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaauserconfigrecord
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaausercontactinfo
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaauserpostaladdr
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaauserprofile
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaauserproperty
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaauserstatus
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aaausertwofactordetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acajaxform
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acajaxformoption
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acajaxoptions
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acclientencprops
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acclientprops
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table accolumnconfiguration
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table accolumnconfigurationlist
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table accontexthelp
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table accountsqlstring
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table accriteria
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table accvtabparentconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acdropdown
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acdropdownparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acelement
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acelementattr
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acemailaddress
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acfeedbackproperties
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acfilter
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acfilterconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acfilterconfiglist
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acfiltergroup
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acfilterlist
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acformconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acftpdetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acfunctioncolumns
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acgridlayoutchildconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acgridlayoutconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acgroupbycolumns
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acinstantfeedback
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acjsoption
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aclink
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table aclinkparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acmailconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acnavigationconfiguration
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acpagelengthconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acpanelelement
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acpsconfiglist
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acpsconfiguration
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acrelationalcriteria
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acrendererconfiguration
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acsqlstring
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acsumsqlstring
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table actabchildconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table actablecolumns
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table actablefilterlistrel
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table actablelayoutchildconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table actableviewconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table actemplatehandler
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table action
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table activedirectoryinfo
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acuserclientstate
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acuserfiltergroup
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acuserpreference
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acusertabchildconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table acviewtogroupmapping
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table additionalviewparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table allowedpattern
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table allowedvalues
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table archivepolicy
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table archivestatus
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table archivetabledetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditconfigproperty
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditlevel
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditnotifycriteria
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditoperproperty
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditrecord
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditresourceprop
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditresultproperty
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table auditseveritylevel
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table audittableconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table audituserproperty
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table authconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table axiscolumn
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table backupdetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table bean
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table beaninterceptor
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table beaninterceptorproperties
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table beanproperties
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table calendar
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table calendar_periodicity
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table chartproperty
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table chartpropertyset
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table chartpropkey
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table chartviewconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table clientserviceproviders
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table columndetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table composite
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table conffile
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table conffiletomodule
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table constituenttable
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table constraintdefinition
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table criteria
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table csrmenuitem
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table customattributes
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table customviewconfiguration
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table customviewserviceproviders
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table datasource
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table dbadapter
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table dbcredentialsaudit
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table default_task_input
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table defaulttheme
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table dominanttableconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table dynamiccolumnconfiguration
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table emptytablemessage
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table expression
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table featureparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table fkcolumndefinition
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table fkdefinition
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table forward
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table fosnodedetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table functionparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table haproperties
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table indexdefinition
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table javascriptaction
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table joincolumns
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table joincriteria
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table joinrelcri_expression
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table joinrelcriteria
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table jointable
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table lender
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table menu
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table menuandmenuitem
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table menuitem
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table modespecificserviceproviders
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table module
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table modulecontext
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table objectidentifiercolumns
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table openviewincontentarea
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table operationauditrecord
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table operationparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table pdfuicomponent
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table pdfviewconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table periodic
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table personalityconfiguration
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table personalizedviewmap
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table piiredactconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table pkdefinition
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table rangevalues
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table relationalcriteria
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table relcri_expression
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table reminder_audit
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table samlidp
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table samlsp
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table sb_applications
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table schedule
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table schedule_audit
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table schedule_view
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table scheduled_task
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table scheduledreports
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table scheduledtask_retry
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table selcol_expression
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table selectcolumn
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table selectquery
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table selectsqlstring
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table selecttable
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table seqgenstate
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table serverdetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table serverserviceproviders
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table serverstatus
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table service
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table serviceproperties
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table sortcol_expression
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table sortcolumn
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table sqintreequery
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table systemtemplatehandler
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tabledetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tabledsmap
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tablesintree
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tabletemplatefiles
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tableviewsortcolumn
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table task_input
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table taskengine_task
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table templatefiles
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table templateviewparams
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table theme
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table themeattributesmapping
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table threadpool
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tiledview
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tmpcolumnrenderer
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tmpviewcolumn
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tmpviewcriteria
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table tmpviewdetails
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table treedefinition
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table treeidentifiercolumns
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table treequery
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table treequeryidentifiercolumns
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table uicomponent
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table uicomponent_pidx
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table uinavigationconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table uniquekeydefinition
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table uvhvalues
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table validationfiles
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table viewconfiguration
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table viewconfiguration_pidx
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table viewdatatablemapping
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table viewtoopen
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table webmenuitem
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table webuicomponent
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table webviewconfig
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table working_hours
INFO   | jvm 1    | 2023/04/17 15:44:05 | Dropped table yseriescolumn
INFO   | jvm 1    | 2023/04/17 15:44:05 | 
STATUS | wrapper  | 2023/04/17 15:44:08 | <-- Wrapper Stopped
STATUS | wrapper  | 2023/04/17 15:44:11 | --> Wrapper Started as Console
STATUS | wrapper  | 2023/04/17 15:44:11 | Java Service Wrapper Professional Edition 64-bit 3.5.40
STATUS | wrapper  | 2023/04/17 15:44:11 |   Copyright (C) 1999-2019 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2023/04/17 15:44:11 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2023/04/17 15:44:11 |   Licensed to Zoho Corporation Pvt. Ltd. for MickeyLite
STATUS | wrapper  | 2023/04/17 15:44:11 | 
WARN   | wrapper  | 2023/04/17 15:44:11 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2023/04/17 15:44:11 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2023/04/17 15:44:11 | 
STATUS | wrapper  | 2023/04/17 15:44:12 | Launching a JVM...
INFO   | jvm 1    | 2023/04/17 15:44:12 | WrapperManager: Initializing...
INFO   | jvm 1    | 2023/04/17 15:44:12 | Starting Server from location: D:\MickeyLite\Applications\LenderB
INFO   | jvm 1    | 2023/04/17 15:44:13 | Free edition...
INFO   | jvm 1    | 2023/04/17 15:44:13 | 
INFO   | jvm 1    | 2023/04/17 15:44:20 | Loading Modules
INFO   | jvm 1    | 2023/04/17 15:44:20 | 
INFO   | jvm 1    | 2023/04/17 15:44:20 |      ModulePreStartProcess :: Persistence::DBAUDIT[ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:44:20 | Persistence                                       [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:20 |      ModulePostStartProcess:: Persistence::DBAUDIT[ STARTED ]
INFO   | jvm 1    | 2023/04/17 15:44:20 | Audit                                             [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:21 | Authentication
INFO   | jvm 1    | 2023/04/17 15:44:22 |                                     [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:22 | Authorization                                     [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:23 | CustomView                                        [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:23 | TaskEngine                                        [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:23 | Tomcat                                            [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:24 | ClientFramework
INFO   | jvm 1    | 2023/04/17 15:44:24 |                                    [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:25 | ClientComponents
INFO   | jvm 1    | 2023/04/17 15:44:26 |                                   [POPULATED]
INFO   | jvm 1    | 2023/04/17 15:44:26 | Lender
INFO   | jvm 1    | 2023/04/17 15:44:26 | Stopping Module processors
INFO   | jvm 1    | 2023/04/17 15:44:26 | 
INFO   | jvm 1    | 2023/04/17 15:44:26 | ModuleStopProcess:: Persistence::DBAUDIT     [ STOPPED ]
INFO   | jvm 1    | 2023/04/17 15:44:26 | System halted
INFO   | jvm 1    | 2023/04/17 15:44:26 | 
INFO   | jvm 1    | 2023/04/17 15:44:26 | 
INFO   | jvm 1    | 2023/04/17 15:44:26 | Problem while Starting Server
STATUS | wrapper  | 2023/04/17 15:44:29 | <-- Wrapper Stopped
STATUS | wrapper  | 2023/04/17 15:46:50 | --> Wrapper Started as Console
STATUS | wrapper  | 2023/04/17 15:46:50 | Java Service Wrapper Professional Edition 64-bit 3.5.40
STATUS | wrapper  | 2023/04/17 15:46:50 |   Copyright (C) 1999-2019 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2023/04/17 15:46:50 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2023/04/17 15:46:50 |   Licensed to Zoho Corporation Pvt. Ltd. for MickeyLite
STATUS | wrapper  | 2023/04/17 15:46:50 | 
WARN   | wrapper  | 2023/04/17 15:46:50 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2023/04/17 15:46:50 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2023/04/17 15:46:50 | 
STATUS | wrapper  | 2023/04/17 15:46:50 | Launching a JVM...
INFO   | jvm 1    | 2023/04/17 15:46:50 | WrapperManager: Initializing...
INFO   | jvm 1    | 2023/04/17 15:46:51 | Starting Server from location: D:\MickeyLite\Applications\LenderB
INFO   | jvm 1    | 2023/04/17 15:46:51 | Free edition...
INFO   | jvm 1    | 2023/04/17 15:46:51 | 
INFO   | jvm 1    | 2023/04/17 15:46:56 | Previous start failed. Please, Reinitialize DB and restart server
INFO   | jvm 1    | 2023/04/17 15:46:56 | 
INFO   | jvm 1    | 2023/04/17 15:46:56 | 
INFO   | jvm 1    | 2023/04/17 15:46:56 | 
INFO   | jvm 1    | 2023/04/17 15:46:56 | Problem while Starting Server
INFO   | jvm 1    | 2023/04/17 15:46:56 | System halted
STATUS | wrapper  | 2023/04/17 15:46:59 | <-- Wrapper Stopped
STATUS | wrapper  | 2023/04/17 15:47:04 | --> Wrapper Started as Console
STATUS | wrapper  | 2023/04/17 15:47:04 | Java Service Wrapper Professional Edition 64-bit 3.5.40
STATUS | wrapper  | 2023/04/17 15:47:04 |   Copyright (C) 1999-2019 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2023/04/17 15:47:04 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2023/04/17 15:47:04 |   Licensed to Zoho Corporation Pvt. Ltd. for MickeyLite
STATUS | wrapper  | 2023/04/17 15:47:04 | 
WARN   | wrapper  | 2023/04/17 15:47:04 | Running in a console with QuickEdit Mode. Be careful when selecting text in the
WARN   | wrapper  | 2023/04/17 15:47:04 |   console as this may cause to block the Java Application.
WARN   | wrapper  | 2023/04/17 15:47:04 | 
STATUS | wrapper  | 2023/04/17 15:47:05 | Launching a JVM...
